# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
#
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
#
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 348         4.926       51.970      -0.70       Cabauw Mast
# FG        : Etmaalgemiddelde windsnelheid (in 0.1 m/s) / Daily mean windspeed (in 0.1 m/s)
# TG        : Etmaalgemiddelde temperatuur (in 0.1 graden Celsius) / Daily mean temperature in (0.1 degrees Celsius)
# PG        : Etmaalgemiddelde luchtdruk herleid tot zeeniveau (in 0.1 hPa) berekend uit 24 uurwaarden / Daily mean sea level pressure (in 0.1 hPa) calculated from 24 hourly values
# UG        : Etmaalgemiddelde relatieve vochtigheid (in procenten) / Daily mean relative atmospheric humidity (in percents)
# STN,YYYYMMDD,   FG,   TG,   PG,   UG
  348,20200101,   31,   18,10317,   98
  348,20200102,   48,   41,10237,   97
  348,20200103,   64,   74,10191,   91
  348,20200104,   49,   65,10301,   91
  348,20200105,   40,   66,10331,   91
  348,20200106,   49,   58,10240,   86
  348,20200107,   57,   61,10239,   95
  348,20200108,   54,  101,10215,   97
  348,20200109,   67,  115,10104,   94
  348,20200110,   40,   61,10202,   91
  348,20200111,   64,   57,10276,   84
  348,20200112,   71,   73,10195,   88
  348,20200113,   63,   75,10135,   90
  348,20200114,  100,  105,10027,   87
  348,20200115,   75,   91,10106,   82
  348,20200116,   50,   69,10213,   89
  348,20200117,   65,   80,10145,   83
  348,20200118,   43,   41,10248,   88
  348,20200119,   30,   36,10404,   88
  348,20200120,   20,   27,10468,   97
  348,20200121,   28,    7,10416,   99
  348,20200122,   20,   42,10369,   99
  348,20200123,   17,   42,10312,   95
  348,20200124,   26,   25,10236,   96
  348,20200125,   35,   20,10211,   95
  348,20200126,   45,   56,10138,   92
  348,20200127,   56,   81,10022,   93
  348,20200128,   82,   51, 9937,   85
  348,20200129,   70,   59,10065,   80
  348,20200130,   76,   82,10053,   92
  348,20200131,   84,  108,10067,   91
  348,20200201,   86,  103,10039,   85
  348,20200202,   65,   89,10074,   90
  348,20200203,   68,   90,10102,   86
  348,20200204,   65,   52,10163,   86
  348,20200205,   20,   46,10350,   86
  348,20200206,   19,   45,10318,   91
  348,20200207,   40,   41,10243,   80
  348,20200208,   48,   70,10179,   89
  348,20200209,  138,   97, 9984,   85
  348,20200210,  128,   79, 9939,   72
  348,20200211,  116,   60,10033,   62
  348,20200212,   77,   48,10125,   73
  348,20200213,   57,   57,10016,   91
  348,20200214,   48,   71,10179,   83
  348,20200215,   88,  104,10127,   79
  348,20200216,  129,  119, 9995,   82
  348,20200217,  101,   77,10107,   78
  348,20200218,   95,   73,10173,   79
  348,20200219,   71,   63,10174,   80
  348,20200220,   93,   81,10124,   83
  348,20200221,   81,   69,10223,   78
  348,20200222,  111,   90,10175,   83
  348,20200223,   98,   86,10147,   86
  348,20200224,   85,   75,10109,   90
  348,20200225,   68,   59, 9980,   79
  348,20200226,   50,   31, 9995,   89
  348,20200227,   39,   28,10021,   90
  348,20200228,   65,   43,10096,   88
  348,20200229,   99,   84, 9901,   79
  348,20200301,   88,   59, 9911,   79
  348,20200302,   41,   53, 9905,   93
  348,20200303,   44,   41,10023,   86
  348,20200304,   39,   67,10087,   83
  348,20200305,   50,   58, 9945,   91
  348,20200306,   51,   65, 9999,   84
  348,20200307,   53,   67,10161,   81
  348,20200308,   75,   85,10091,   86
  348,20200309,   59,   75,10109,   86
  348,20200310,  105,  101,10037,   95
  348,20200311,   65,  109,10091,   90
  348,20200312,  109,   83,10086,   70
  348,20200313,   62,   65,10165,   84
  348,20200314,   49,   70,10184,   85
  348,20200315,   56,   93,10123,   83
  348,20200316,   23,   72,10204,   87
  348,20200317,   45,   72,10283,   79
  348,20200318,   46,   95,10256,   75
  348,20200319,   28,   85,10258,   91
  348,20200320,   50,   67,10278,   79
  348,20200321,   63,   51,10286,   62
  348,20200322,   60,   47,10305,   54
  348,20200323,   56,   47,10317,   46
  348,20200324,   42,   54,10301,   45
  348,20200325,   38,   62,10266,   42
  348,20200326,   46,   68,10234,   43
  348,20200327,   46,   79,10212,   61
  348,20200328,   69,   70,10253,   70
  348,20200329,   78,   44,10323,   56
  348,20200330,   30,   35,10308,   81
  348,20200331,   36,   38,10304,   68
  348,20200401,   18,   35,10221,   80
  348,20200402,   47,   69,10134,   79
  348,20200403,   38,   65,10169,   77
  348,20200404,   34,   83,10233,   57
  348,20200405,   50,  129,10192,   50
  348,20200406,   46,  134,10197,   64
  348,20200407,   27,  125,10298,   67
  348,20200408,   18,  150,10246,   69
  348,20200409,   31,  131,10260,   71
  348,20200410,   31,  118,10268,   63
  348,20200411,   20,  127,10232,   58
  348,20200412,   25,  141,10153,   71
  348,20200413,   70,   77,10237,   60
  348,20200414,   30,   65,10275,   70
  348,20200415,   15,   87,10235,   71
  348,20200416,   30,  126,10170,   65
  348,20200417,   45,  108,10176,   67
  348,20200418,   28,  106,10164,   79
  348,20200419,   48,  128,10189,   48
  348,20200420,   67,  130,10191,   40
  348,20200421,   65,  142,10183,   41
  348,20200422,   53,  148,10202,   46
  348,20200423,   26,  148,10189,   57
  348,20200424,   39,  122,10145,   71
  348,20200425,   31,   92,10148,   72
  348,20200426,   16,   90,10122,   79
  348,20200427,   27,  123,10076,   71
  348,20200428,   33,   96,10044,   92
  348,20200429,   45,  118,10031,   86
  348,20200430,   64,  114, 9985,   74
  348,20200501,   64,  105, 9994,   81
  348,20200502,   48,  102,10094,   78
  348,20200503,   26,  122,10170,   78
  348,20200504,   43,  111,10199,   76
  348,20200505,   40,   93,10227,   66
  348,20200506,   27,  108,10259,   64
  348,20200507,   15,  128,10234,   67
  348,20200508,   15,  154,10182,   64
  348,20200509,   32,  175,10123,   58
  348,20200510,   56,  131,10082,   73
  348,20200511,   80,   81,10161,   56
  348,20200512,   26,   75,10187,   70
  348,20200513,   44,   73,10152,   71
  348,20200514,   35,   73,10212,   65
  348,20200515,   25,   89,10231,   71
  348,20200516,   39,  101,10230,   75
  348,20200517,   34,  125,10236,   69
  348,20200518,   39,  145,10227,   69
  348,20200519,   34,  157,10224,   74
  348,20200520,   20,  168,10231,   73
  348,20200521,   20,  199,10205,   63
  348,20200522,   61,  186,10170,   62
  348,20200523,   78,  148,10221,   67
  348,20200524,   49,  135,10288,   83
  348,20200525,   34,  154,10341,   76
  348,20200526,   21,  160,10352,   72
  348,20200527,   41,  154,10345,   72
  348,20200528,   43,  141,10337,   63
  348,20200529,   38,  152,10280,   63
  348,20200530,   38,  178,10238,   52
  348,20200531,   43,  173,10232,   53
  348,20200601,   35,  186,10220,   59
  348,20200602,   23,  188,10159,   65
  348,20200603,   41,  165,10051,   77
  348,20200604,   51,  126, 9984,   82
  348,20200605,   53,   98, 9944,   85
  348,20200606,   80,  114, 9985,   74
  348,20200607,   51,  126,10071,   83
  348,20200608,   42,  140,10149,   78
  348,20200609,   30,  129,10193,   70
  348,20200610,   22,  140,10160,   76
  348,20200611,   27,  157,10113,   80
  348,20200612,   38,  191,10075,   76
  348,20200613,   24,  204,10108,   75
  348,20200614,   28,  178,10145,   86
  348,20200615,   22,  190,10165,   75
  348,20200616,   15,  178,10151,   87
  348,20200617,   33,  194,10116,   79
  348,20200618,   29,  175,10111,   83
  348,20200619,   31,  171,10161,   79
  348,20200620,   23,  164,10210,   76
  348,20200621,   42,  187,10191,   71
  348,20200622,   26,  174,10250,   71
  348,20200623,   18,  199,10251,   67
  348,20200624,   33,  236,10221,   53
  348,20200625,   41,  241,10176,   56
  348,20200626,   33,  237,10110,   66
  348,20200627,   48,  201,10086,   81
  348,20200628,   69,  173,10115,   65
  348,20200629,   78,  157,10105,   66
  348,20200630,   68,  160,10079,   86
  348,20200701,   59,  178,10063,   80
  348,20200702,   48,  171,10110,   78
  348,20200703,   63,  173,10158,   74
  348,20200704,   84,  166,10125,   92
  348,20200705,   95,  177,10101,   79
  348,20200706,   61,  144,10168,   74
  348,20200707,   35,  150,10192,   78
  348,20200708,   27,  153,10151,   93
  348,20200709,   58,  170,10117,   93
  348,20200710,   44,  147,10146,   82
  348,20200711,   28,  138,10250,   81
  348,20200712,   18,  152,10281,   71
  348,20200713,   15,  173,10226,   68
  348,20200714,   27,  156,10151,   87
  348,20200715,   22,  160,10151,   77
  348,20200716,   37,  165,10176,   85
  348,20200717,   15,  180,10208,   84
  348,20200718,   23,  193,10183,   82
  348,20200719,   30,  173,10166,   84
  348,20200720,   36,  156,10214,   73
  348,20200721,   29,  144,10248,   72
  348,20200722,   21,  149,10235,   73
  348,20200723,   34,  182,10162,   66
  348,20200724,   35,  184,10121,   79
  348,20200725,   46,  181,10096,   89
  348,20200726,   50,  183,10111,   76
  348,20200727,   43,  184,10105,   77
  348,20200728,   52,  175,10125,   70
  348,20200729,   37,  159,10199,   70
  348,20200730,   22,  192,10201,   64
  348,20200731,   35,  249,10150,   52
  348,20200801,   33,  202,10144,   82
  348,20200802,   33,  169,10154,   78
  348,20200803,   24,  152,10146,   82
  348,20200804,   22,  162,10168,   69
  348,20200805,   36,  203,10153,   64
  348,20200806,   17,  225,10187,   65
  348,20200807,   19,  258,10192,   54
  348,20200808,   21,  259,10192,   59
  348,20200809,   30,  266,10169,   59
  348,20200810,   28,  263,10148,   58
  348,20200811,   28,  265,10146,   62
  348,20200812,   29,  264,10134,   65
  348,20200813,   20,  246,10113,   76
  348,20200814,   27,  225,10126,   82
  348,20200815,   16,  225,10143,   80
  348,20200816,   27,  222,10105,   82
  348,20200817,   23,  196,10093,   85
  348,20200818,   32,  187,10105,   81
  348,20200819,   38,  214,10075,   74
  348,20200820,   38,  233,10057,   79
  348,20200821,   52,  232,10076,   66
  348,20200822,   67,  187,10135,   76
  348,20200823,   56,  175,10149,   80
  348,20200824,   45,  166,10147,   79
  348,20200825,   67,  172,10060,   82
  348,20200826,   88,  165,10089,   82
  348,20200827,   26,  165,10125,   85
  348,20200828,   52,  158,10002,   85
  348,20200829,   41,  145,10036,   89
  348,20200830,   51,  152,10116,   86
  348,20200831,   24,  143,10199,   76
  348,20200901,   19,  134,10201,   82
  348,20200902,   16,  148,10192,   79
  348,20200903,   54,  167,10170,   89
  348,20200904,   39,  168,10197,   83
  348,20200905,   39,  148,10188,   80
  348,20200906,   29,  143,10201,   80
  348,20200907,   35,  154,10232,   81
  348,20200908,   40,  170,10243,   91
  348,20200909,   40,  168,10217,   92
  348,20200910,    9,  138,10221,   80
  348,20200911,   17,  140,10171,   83
  348,20200912,   35,  144,10197,   87
  348,20200913,   29,  163,10247,   87
  348,20200914,   19,  201,10229,   74
  348,20200915,   16,  225,10184,   71
  348,20200916,   45,  180,10222,   82
  348,20200917,   39,  139,10283,   67
  348,20200918,   43,  149,10238,   60
  348,20200919,   34,  161,10182,   59
  348,20200920,   31,  152,10178,   63
  348,20200921,   18,  150,10160,   75
  348,20200922,   13,  143,10098,   79
  348,20200923,   46,  162,10023,   87
  348,20200924,   63,  135, 9991,   81
  348,20200925,   68,  108, 9930,   88
  348,20200926,   43,  129, 9990,   82
  348,20200927,   44,  143,10032,   87
  348,20200928,   26,  130,10090,   98
  348,20200929,   23,  154,10150,   85
  348,20200930,   34,  154,10117,   91
  348,20201001,   46,  131, 9998,   93
  348,20201002,   47,  131, 9932,   84
  348,20201003,   37,  126, 9887,   93
  348,20201004,   70,  119, 9896,   82
  348,20201005,   69,  121, 9964,   88
  348,20201006,   65,  127, 9977,   89
  348,20201007,   46,  122,10105,   89
  348,20201008,   67,  132,10121,   92
  348,20201009,   34,  116,10171,   87
  348,20201010,   40,   79,10185,   89
  348,20201011,   34,   91,10201,   87
  348,20201012,   25,   99,10187,   86
  348,20201013,   40,  102,10130,   83
  348,20201014,   39,   92,10193,   81
  348,20201015,   34,   95,10218,   74
  348,20201016,   20,   79,10234,   82
  348,20201017,   10,   78,10212,   91
  348,20201018,   20,   96,10218,   93
  348,20201019,   28,   97,10189,   85
  348,20201020,   46,  116,10073,   86
  348,20201021,   80,  152,10013,   85
  348,20201022,   46,  126,10101,   88
  348,20201023,   35,  115,10101,   94
  348,20201024,   71,  138,10076,   86
  348,20201025,   62,  119,10003,   87
  348,20201026,   61,  101, 9998,   84
  348,20201027,   70,   99,10016,   90
  348,20201028,   59,   99,10048,   91
  348,20201029,   55,  105,10129,   91
  348,20201030,   72,  140,10179,   94
  348,20201031,   55,  132,10161,   88
  348,20201101,   68,  141,10079,   90
  348,20201102,   91,  153,10076,   85
  348,20201103,   59,   85,10203,   85
  348,20201104,   23,   63,10323,   89
  348,20201105,   18,   68,10381,   92
  348,20201106,   27,   86,10317,   84
  348,20201107,   24,   76,10231,   86
  348,20201108,   24,   93,10215,   92
  348,20201109,   23,  125,10226,   91
  348,20201110,   19,  122,10248,   96
  348,20201111,   35,  110,10223,   96
  348,20201112,   52,   97,10158,   89
  348,20201113,   40,   93,10150,   95
  348,20201114,   50,  121,10128,   89
  348,20201115,   80,  122,10022,   82
  348,20201116,   66,   99,10125,   88
  348,20201117,   75,  117,10219,   91
  348,20201118,   59,  123,10189,   81
  348,20201119,   52,   81,10228,   82
  348,20201120,   33,   51,10333,   83
  348,20201121,   71,   86,10269,   90
  348,20201122,   40,   82,10250,   92
  348,20201123,   30,   52,10273,   88
  348,20201124,   40,   75,10208,   93
  348,20201125,   37,   64,10160,   90
  348,20201126,   19,   88,10202,   96
  348,20201127,   23,   66,10196,   95
  348,20201128,   35,   46,10213,   95
  348,20201129,   24,   17,10267,   90
  348,20201130,   46,   29,10206,   97
  348,20201201,   57,   81,10170,   88
  348,20201202,   19,   57,10157,   95
  348,20201203,   57,   55, 9946,   93
  348,20201204,   66,   49, 9835,   81
  348,20201205,   30,   24, 9971,   86
  348,20201206,   22,   17,10010,   94
  348,20201207,   41,   37, 9982,   97
  348,20201208,   15,   23,10045,   95
  348,20201209,   38,    8,10088,   98
  348,20201210,   35,    8,10054,   93
  348,20201211,   49,   27, 9924,   92
  348,20201212,   24,   67, 9971,   99
  348,20201213,   47,   68,10073,   92
  348,20201214,   60,   94,10050,   92
  348,20201215,   34,   83,10095,   97
  348,20201216,   42,   68,10138,   95
  348,20201217,   53,   84,10168,   92
  348,20201218,   53,   77,10175,   90
  348,20201219,   55,   79,10118,   91
  348,20201220,   47,   77,10160,   92
  348,20201221,   63,   80,10118,   96
  348,20201222,   55,  106,10112,   94
  348,20201223,   38,  108,10075,   96
  348,20201224,   47,   53,10129,   87
  348,20201225,   30,   28,10248,   88
  348,20201226,   74,   43,10162,   92
  348,20201227,   98,   52, 9810,   93
  348,20201228,   30,   36, 9772,   93
  348,20201229,   36,   35, 9879,   94
  348,20201230,   42,   39,10001,   93
  348,20201231,   14,   18,10031,   96
  348,20210101,   30,   25,10085,   96
  348,20210102,   22,   34,10135,   98
  348,20210103,   39,   34,10166,   86
  348,20210104,   57,   29,10176,   87
  348,20210105,   43,   30,10179,   89
  348,20210106,   28,   21,10168,   90
  348,20210107,   33,   26,10128,   94
  348,20210108,   17,   12,10166,   95
  348,20210109,   14,   -4,10241,   94
  348,20210110,   32,   18,10236,   91
  348,20210111,   73,   49,10154,   91
  348,20210112,   54,   51,10099,   87
  348,20210113,   41,   38,10160,   82
  348,20210114,   31,   14,10199,   82
  348,20210115,   21,    6,10287,   84
  348,20210116,   44,    5,10222,   88
  348,20210117,   34,   36,10190,   93
  348,20210118,   56,   44,10200,   94
  348,20210119,  103,   75,10052,   91
  348,20210120,   87,   88, 9945,   75
  348,20210121,   92,   66, 9867,   82
  348,20210122,   45,   32, 9921,   92
  348,20210123,   32,   29, 9941,   92
  348,20210124,   32,   20, 9980,   89
  348,20210125,   37,   22,10052,   88
  348,20210126,   50,   38,10156,   86
  348,20210127,   49,   45,10108,   97
  348,20210128,   27,   56,10022,   98
  348,20210129,   73,   79, 9955,   89
  348,20210130,   55,    6,10025,   80
  348,20210131,   41,  -11,10006,   85
  348,20210201,   26,   15, 9960,   94
  348,20210202,   40,   54, 9985,   96
  348,20210203,   41,   83, 9969,   94
  348,20210204,   34,   64,10116,   92
  348,20210205,   25,   71,10110,   94
  348,20210206,   58,   31,10084,   93
  348,20210207,   84,  -39,10009,   84
  348,20210208,   61,  -55,10030,   79
  348,20210209,   28,  -47,10085,   80
  348,20210210,   28,  -40,10162,   80
  348,20210211,   20,  -41,10301,   75
  348,20210212,   48,  -50,10349,   74
  348,20210213,   48,  -48,10390,   68
  348,20210214,   55,   -8,10335,   58
  348,20210215,   56,   29,10223,   87
  348,20210216,   49,   70,10131,   89
  348,20210217,   60,   91,10144,   86
  348,20210218,   58,   77,10086,   85
  348,20210219,   49,   65,10140,   87
  348,20210220,   53,  115,10108,   75
  348,20210221,   38,  115,10125,   72
  348,20210222,   40,  114,10181,   69
  348,20210223,   49,  122,10274,   79
  348,20210224,   50,  126,10270,   76
  348,20210225,   37,  104,10269,   84
  348,20210226,   31,   59,10354,   86
  348,20210227,   14,   40,10407,   93
  348,20210228,   23,   40,10374,   91
  348,20210301,   33,   50,10334,   90
  348,20210302,   23,   69,10300,   81
  348,20210303,   20,   42,10274,   97
  348,20210304,   33,   39,10224,   89
  348,20210305,   33,   20,10304,   75
  348,20210306,   19,   13,10333,   80
  348,20210307,   19,   17,10262,   81
  348,20210308,   30,   48,10226,   78
  348,20210309,   42,   51,10181,   88
  348,20210310,   68,   61,10120,   85
  348,20210311,  127,   91, 9964,   79
  348,20210312,   94,   67,10025,   82
  348,20210313,  109,   70, 9940,   77
  348,20210314,   59,   65,10089,   82
  348,20210315,   61,   64,10157,   86
  348,20210316,   31,   54,10240,   91
  348,20210317,   43,   51,10272,   86
  348,20210318,   27,   43,10240,   90
  348,20210319,   40,   42,10265,   77
  348,20210320,   28,   42,10288,   85
  348,20210321,   50,   59,10249,   81
  348,20210322,   23,   56,10257,   84
  348,20210323,   34,   63,10248,   88
  348,20210324,   32,   71,10216,   84
  348,20210325,   42,   79,10197,   82
  348,20210326,   65,   92,10140,   76
  348,20210327,   69,   65,10202,   75
  348,20210328,   73,   92,10250,   76
  348,20210329,   53,  111,10279,   70
  348,20210330,   25,  130,10288,   63
  348,20210331,   16,  142,10214,   69
  348,20210401,   46,   89,10233,   82
  348,20210402,   45,   51,10272,   83
  348,20210403,   51,   68,10285,   72
  348,20210404,   39,   59,10227,   77
  348,20210405,   83,   38,10117,   79
  348,20210406,   56,   17,10136,   84
  348,20210407,   70,   30,10180,   86
  348,20210408,   48,   46,10212,   74
  348,20210409,   45,   74,10134,   77
  348,20210410,   51,   51,10122,   87
  348,20210411,   54,   41,10155,   81
  348,20210412,   36,   26,10275,   83
  348,20210413,   27,   41,10325,   71
  348,20210414,   31,   41,10315,   75
  348,20210415,   27,   44,10310,   76
  348,20210416,   36,   59,10290,   72
  348,20210417,   37,   64,10264,   74
  348,20210418,   24,   72,10231,   83
  348,20210419,   22,   85,10203,   84
  348,20210420,   16,  103,10177,   77
  348,20210421,   45,   74,10201,   80
  348,20210422,   30,   60,10271,   74
  348,20210423,   26,   69,10296,   77
  348,20210424,   38,   75,10283,   70
  348,20210425,   41,   66,10274,   70
  348,20210426,   40,   69,10200,   68
  348,20210427,   31,   91,10104,   54
  348,20210428,   39,  101,10044,   58
  348,20210429,   58,   75,10064,   84
  348,20210430,   26,   75,10133,   88
  348,20210501,   37,   68,10144,   78
  348,20210502,   41,   62,10193,   77
  348,20210503,   62,   97,10142,   68
  348,20210504,  108,   87, 9972,   81
  348,20210505,   59,   65,10058,   81
  348,20210506,   30,   60,10065,   84
  348,20210507,   37,   65,10149,   78
  348,20210508,   49,  106,10106,   81
  348,20210509,   50,  179,10009,   74
  348,20210510,   46,  153,10041,   80
  348,20210511,   16,  129,10088,   86
  348,20210512,   29,  115,10110,   82
  348,20210513,   20,  122,10076,   83
  348,20210514,   21,  113,10078,   87
  348,20210515,   24,  107,10027,   87
  348,20210516,   48,  116,10001,   83
  348,20210517,   40,  112,10039,   88
  348,20210518,   34,  116,10128,   80
  348,20210519,   33,  105,10168,   88
  348,20210520,   43,  117,10159,   78
  348,20210521,  112,  125,10010,   67
  348,20210522,   62,  102,10027,   89
  348,20210523,   50,  117,10112,   76
  348,20210524,   50,  109,10069,   86
  348,20210525,   53,   99,10114,   88
  348,20210526,   60,  108,10118,   86
  348,20210527,   53,  102,10190,   88
  348,20210528,   17,  125,10245,   75
  348,20210529,   31,  127,10271,   80
  348,20210530,   29,  145,10270,   74
  348,20210531,   24,  171,10220,   65
  348,20210601,   30,  192,10168,   52
  348,20210602,   29,  211,10145,   57
  348,20210603,   33,  203,10186,   77
  348,20210604,   21,  197,10204,   78
  348,20210605,   39,  152,10218,   92
  348,20210606,   32,  160,10243,   72
  348,20210607,   30,  169,10241,   73
  348,20210608,   23,  191,10231,   65
  348,20210609,   25,  189,10218,   71
  348,20210610,   24,  191,10207,   70
  348,20210611,   34,  180,10196,   86
  348,20210612,   45,  164,10224,   72
  348,20210613,   12,  166,10270,   72
  348,20210614,   30,  203,10207,   62
  348,20210615,   25,  185,10207,   65
  348,20210616,   25,  225,10134,   61
  348,20210617,   40,  241,10109,   68
  348,20210618,   33,  228,10117,   81
  348,20210619,   39,  177,10129,   87
  348,20210620,   38,  188,10079,   83
  348,20210621,   47,  142,10110,   87
  348,20210622,   43,  147,10180,   72
  348,20210623,   28,  146,10219,   76
  348,20210624,   23,  148,10207,   76
  348,20210625,   33,  152,10178,   89
  348,20210626,   25,  193,10183,   80
  348,20210627,   38,  207,10154,   77
  348,20210628,   16,  201,10136,   86
  348,20210629,   35,  172,10119,   91
  348,20210630,   39,  140,10130,   93
  348,20210701,   43,  148,10157,   86
  348,20210702,   25,  167,10170,   85
  348,20210703,   26,  189,10142,   84
  348,20210704,   19,  179,10096,   88
  348,20210705,   36,  167,10075,   87
  348,20210706,   70,  176,10050,   76
  348,20210707,   36,  173,10147,   79
  348,20210708,   22,  181,10206,   77
  348,20210709,   26,  172,10212,   81
  348,20210710,   13,  175,10166,   83
  348,20210711,   19,  182,10159,   85
  348,20210712,   23,  197,10108,   80
  348,20210713,   41,  185,10110,   92
  348,20210714,   59,  178,10118,   93
  348,20210715,   58,  176,10167,   90
  348,20210716,   41,  178,10234,   77
  348,20210717,   40,  194,10261,   77
  348,20210718,   30,  198,10239,   78
  348,20210719,   21,  180,10223,   76
  348,20210720,   16,  178,10218,   72
  348,20210721,   16,  193,10233,   71
  348,20210722,   28,  177,10223,   75
  348,20210723,   26,  174,10175,   75
  348,20210724,   28,  184,10095,   85
  348,20210725,   23,  198,10079,   83
  348,20210726,   33,  189,10095,   89
  348,20210727,   38,  174,10103,   90
  348,20210728,   63,  173,10086,   83
  348,20210729,   70,  168,10100,   71
  348,20210730,   57,  169,10063,   78
  348,20210731,   54,  166,10073,   85
  348,20210801,   36,  160,10102,   86
  348,20210802,   21,  149,10145,   79
  348,20210803,   22,  154,10137,   80
  348,20210804,   15,  167,10133,   79
  348,20210805,   15,  183,10073,   78
  348,20210806,   62,  184,10018,   78
  348,20210807,   48,  169,10012,   83
  348,20210808,   72,  162,10076,   84
  348,20210809,   50,  163,10141,   84
  348,20210810,   38,  168,10160,   81
  348,20210811,   22,  176,10190,   80
  348,20210812,   26,  188,10193,   81
  348,20210813,   40,  172,10212,   80
  348,20210814,   33,  176,10198,   83
  348,20210815,   46,  190,10126,   79
  348,20210816,   60,  156,10129,   77
  348,20210817,   40,  149,10165,   91
  348,20210818,   32,  169,10148,   87
  348,20210819,   34,  163,10137,   89
  348,20210820,   31,  176,10164,   87
  348,20210821,   18,  193,10167,   83
  348,20210822,   45,  180,10156,   90
  348,20210823,   44,  180,10245,   79
  348,20210824,   38,  168,10281,   83
  348,20210825,   34,  162,10226,   85
  348,20210826,   40,  159,10166,   80
  348,20210827,   47,  154,10192,   81
  348,20210828,   47,  168,10213,   81
  348,20210829,   46,  163,10207,   89
  348,20210830,   44,  173,10219,   86
  348,20210831,   39,  162,10265,   83
  348,20210901,   21,  166,10287,   76
  348,20210902,   24,  163,10268,   76
  348,20210903,   33,  166,10212,   83
  348,20210904,   32,  158,10192,   82
  348,20210905,   21,  162,10215,   79
  348,20210906,   11,  176,10242,   78
  348,20210907,   18,  196,10227,   74
  348,20210908,   31,  208,10153,   69
  348,20210909,   29,  203,10101,   77
  348,20210910,   27,  193,10124,   91
  348,20210911,   43,  182,10160,   87
  348,20210912,   28,  155,10181,   87
  348,20210913,   18,  151,10185,   86
  348,20210914,   25,  177,10133,   86
  348,20210915,   29,  167,10119,   89
  348,20210916,   32,  158,10169,   82
  348,20210917,   21,  165,10160,   85
  348,20210918,   20,  164,10164,   81
  348,20210919,   35,  159,10155,   79
  348,20210920,   32,  129,10225,   71
  348,20210921,   13,  122,10300,   79
  348,20210922,   29,  137,10272,   81
  348,20210923,   44,  152,10182,   84
  348,20210924,   47,  177,10154,   82
  348,20210925,   27,  173,10151,   86
  348,20210926,   30,  179,10140,   85
  348,20210927,   49,  152,10144,   89
  348,20210928,   40,  139,10200,   80
  348,20210929,   55,  123,10166,   82
  348,20210930,   57,  119,10223,   76
  348,20211001,   65,  134,10131,   83
  348,20211002,   59,  141,10039,   90
  348,20211003,   43,  128,10005,   91
  348,20211004,   61,  133,10128,   80
  348,20211005,   64,  126,10046,   84
  348,20211006,   54,  119,10135,   92
  348,20211007,   18,  123,10275,   94
  348,20211008,   17,  109,10307,   89
  348,20211009,   22,  107,10289,   90
  348,20211010,   15,  107,10270,   91
  348,20211011,   27,  116,10265,   87
  348,20211012,   33,  105,10214,   87
  348,20211013,   30,  111,10255,   84
  348,20211014,   50,  134,10219,   91
  348,20211015,   34,  109,10186,   84
  348,20211016,   25,  101,10215,   82
  348,20211017,   32,  109,10201,   80
  348,20211018,   36,  114,10201,   86
  348,20211019,   57,  162,10143,   93
  348,20211020,   69,  153,10007,   87
  348,20211021,   68,   99,10023,   80
  348,20211022,   52,   86,10171,   84
  348,20211023,   25,   83,10264,   92
  348,20211024,   34,   79,10218,   86
  348,20211025,   38,  107,10168,   94
  348,20211026,   55,  121,10192,   91
  348,20211027,   53,  128,10208,   89
  348,20211028,   43,  112,10138,   86
  348,20211029,   59,  124,10052,   83
  348,20211030,   51,  120,10013,   95
  348,20211031,   55,  113, 9994,   92
  348,20211101,   65,   91, 9975,   87
  348,20211102,   31,   67, 9990,   95
  348,20211103,   12,   47,10019,   98
  348,20211104,   20,   61,10080,   93
  348,20211105,   30,   74,10229,   90
  348,20211106,   67,   94,10234,   90
  348,20211107,   55,   93,10167,   82
  348,20211108,   23,   75,10226,   91
  348,20211109,   34,   79,10253,   90
  348,20211110,   23,   86,10241,   87
  348,20211111,   22,   95,10236,   91
  348,20211112,   47,   74,10146,   91
  348,20211113,   30,  111,10118,   96
  348,20211114,   27,   98,10234,   90
  348,20211115,   27,   67,10266,   89
  348,20211116,   19,   51,10228,   91
  348,20211117,   40,   74,10217,   92
  348,20211118,   49,   93,10272,   92
  348,20211119,   40,  112,10289,   93
  348,20211120,   41,   97,10223,   93
  348,20211121,   33,   70,10146,   89
  348,20211122,   18,   36,10276,   89
