# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
#
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
#
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 348         4.926       51.970      -0.70       Cabauw Mast
# FG        : Etmaalgemiddelde windsnelheid (in 0.1 m/s) / Daily mean windspeed (in 0.1 m/s)
# TG        : Etmaalgemiddelde temperatuur (in 0.1 graden Celsius) / Daily mean temperature in (0.1 degrees Celsius)
# PG        : Etmaalgemiddelde luchtdruk herleid tot zeeniveau (in 0.1 hPa) berekend uit 24 uurwaarden / Daily mean sea level pressure (in 0.1 hPa) calculated from 24 hourly values
# UG        : Etmaalgemiddelde relatieve vochtigheid (in procenten) / Daily mean relative atmospheric humidity (in percents)
# STN,YYYYMMDD,   FG,   TG,   PG,   UG
  348,20250812,   25,  233,10153,   64
  348,20250813,   18,  229,10152,   81
  348,20250814,   31,  232,10186,   78
  348,20250815,   32,  210,10236,   79
  348,20250816,   34,  175,10255,   80
  348,20250817,   24,  162,10232,   85
  348,20250818,   27,  190,10202,   78
  348,20250819,   39,  195,10151,   73
  348,20250820,   33,  184,10133,   68
  348,20250821,   43,  160,10150,   74
  348,20250822,   30,  152,10195,   75
  348,20250823,   24,  148,10201,   75
  348,20250824,   15,  141,10214,   76
  348,20250825,   18,  167,10181,   67
  348,20250826,   34,  198,10094,   64
  348,20250827,   29,  189,10074,   76
  348,20250828,   32,  171,10034,   79
  348,20250829,   45,  167,10000,   77
  348,20250830,   51,  184,10056,   74
  348,20250831,   36,  187,10068,   85
  348,20250901,   36,  181,10063,   76
  348,20250902,   53,  174,10070,   75
  348,20250903,   74,  188,10034,   83
  348,20250904,   54,  173,10097,   80
  348,20250905,   31,  154,10198,   85
  348,20250906,   28,  168,10218,   74
  348,20250907,   45,  204,10138,   62
  348,20250908,   29,  186,10164,   79
  348,20250909,   19,  134,10162,   88
  348,20250910,   40,  156,10070,   80
  348,20250911,   62,  155,10045,   82
  348,20250912,   68,  147,10122,   74
  348,20250913,   50,  135,10115,   87
  348,20250914,   48,  150,10109,   82
  348,20250915,  106,  169,10055,   75
  348,20250916,   73,  151,10145,   78
  348,20250917,   58,  153,10184,   87
  348,20250918,   61,  186,10203,   85
  348,20250919,   34,  192,10198,   77
  348,20250920,   44,  193,10117,   84
  348,20250921,   50,  132,10151,   79
  348,20250922,   37,  112,10236,   77
  348,20250923,   30,  117,10257,   81
  348,20250924,   44,  118,10256,   67
  348,20250925,   52,  120,10233,   64
  348,20250926,   28,  116,10225,   77
  348,20250927,   17,  127,10216,   88
  348,20250928,   17,  127,10224,   84
  348,20250929,   21,  124,10233,   85
  348,20250930,   16,  127,10254,   86
  348,20251001,   23,  113,10288,   74
  348,20251002,   35,  124,10257,   71
  348,20251003,   62,  117,10139,   80
  348,20251004,   95,  135, 9981,   79
  348,20251005,   63,  116,10113,   79
  348,20251006,   36,  137,10223,   89
  348,20251007,   39,  146,10241,   93
  348,20251008,   28,  142,10225,   93
  348,20251009,   21,  131,10264,   84
  348,20251010,   24,  145,10325,   86
  348,20251011,   18,  143,10337,   84
  348,20251012,   22,  142,10308,   89
  348,20251013,   21,  134,10286,   91
  348,20251014,   20,  132,10275,   89
  348,20251015,   19,  122,10273,   95
  348,20251016,   21,  122,10258,   91
  348,20251017,   17,  119,10253,   88
  348,20251018,   28,  105,10252,   76
  348,20251019,   47,  110,10102,   80
  348,20251020,   53,  145, 9949,   88
  348,20251021,   70,  135, 9925,   90
  348,20251022,   38,  125, 9962,   90
  348,20251023,   83,  119, 9811,   87
  348,20251024,   93,   98, 9970,   77
  348,20251025,   67,   89, 9977,   86
  348,20251026,   78,   84,10024,   81
  348,20251027,   68,   93,10010,   83
  348,20251028,   64,  110,10053,   87
  348,20251029,   45,  114,10015,   91
  348,20251030,   44,   93,10080,   85
  348,20251031,   48,  103,10091,   86
  348,20251101,   54,  122,10062,   89
  348,20251102,   48,   98,10095,   89
  348,20251103,   64,  101,10160,   91
  348,20251104,   56,  134,10162,   80
  348,20251105,   44,  130,10133,   74
  348,20251106,   31,  103,10086,   82
  348,20251107,   23,  103,10095,   92
  348,20251108,   18,  102,10135,   94
  348,20251109,   26,  105,10166,   92
  348,20251110,   48,   92,10111,   89
  348,20251111,   52,   99,10109,   91
  348,20251112,   54,  117,10083,   80
  348,20251113,   40,  128,10087,   88
  348,20251114,   32,  117,10059,   97
  348,20251115,   35,   85,10086,   97
  348,20251116,   30,   55,10095,   92
  348,20251117,   39,   48,10162,   84
  348,20251118,   47,   48,10152,   88
  348,20251119,   50,   48,10026,   91
  348,20251120,   24,   21,10098,   93
  348,20251121,   20,   18,10239,   90
  348,20251122,   53,   13,10224,   81
  348,20251123,   69,   23,10033,   90
  348,20251124,   28,   50, 9942,   93
  348,20251125,   22,   29,10068,   93
  348,20251126,   23,   34,10204,   93
  348,20251127,   68,   59,10166,   96
  348,20251128,   57,   90,10128,   97
  348,20251129,   53,   91,10064,   92
  348,20251130,   47,   60,10108,   86
  348,20251201,   70,   54,10106,   80
  348,20251202,   51,   74,10073,   75
  348,20251203,   25,   70,10108,   92
  348,20251204,   44,   67,10050,   88
  348,20251205,   35,   38,10085,   96
  348,20251206,   72,   83,10007,   92
  348,20251207,   64,  106,10042,   93
  348,20251208,   55,  118,     ,   92
  348,20251209,   51,  123,     ,   87
  348,20251210,   57,  113,     ,   89
  348,20251211,   39,   74,10219,   96
  348,20251212,   34,   80,10207,   94
  348,20251213,   28,   66,10269,   96
  348,20251214,   49,   67,10220,   96
  348,20251215,   49,   67,10125,   90
  348,20251216,   30,   85,10118,   87
  348,20251217,   37,   79,10164,   94
  348,20251218,   70,  101,10119,   81
  348,20251219,   41,   85,10161,   94
  348,20251220,   28,   48,10158,   98
  348,20251221,   33,   82,10108,   92
  348,20251222,   39,   51,10114,   86
  348,20251223,   59,   47,10199,   77
  348,20251224,   66,    8,10321,   73
  348,20251225,   58,  -24,10308,   65
  348,20251226,   39,  -19,10315,   75
  348,20251227,   26,   15,10341,   85
  348,20251228,   18,   21,10318,   88
  348,20251229,   19,   19,10269,   94
  348,20251230,   27,   13,10302,   86
  348,20251231,   41,   26,10236,   89
  348,20260101,   79,   41,10037,   80
  348,20260102,   63,   15, 9996,   89
  348,20260103,   45,    7,10030,   92
  348,20260104,   54,   -4,10084,   91
  348,20260105,   44,  -10,10097,   94
  348,20260106,   38,  -29,10144,   93
  348,20260107,   81,    3,10046,   93
  348,20260108,   46,   14,10014,   94
  348,20260109,   53,   16, 9855,   95
  348,20260110,   39,  -25,10120,   79
  348,20260111,   49,  -25,10208,   86
  348,20260112,   56,   44,10070,   97
  348,20260113,   40,   79,10075,   96
  348,20260114,   25,   61,10120,   93
  348,20260115,   53,   86,10068,   91
  348,20260116,   43,   83,10111,   88
  348,20260117,   27,   77,10181,   91
  348,20260118,   26,   35,10200,   92
  348,20260119,   29,   25,10184,   92
  348,20260120,   34,    9,10153,   96
  348,20260121,   49,   43,10015,   82
  348,20260122,   47,   29, 9951,   73
  348,20260123,   43,   49,     ,   85
  348,20260124,   42,   27,     ,   83
  348,20260125,   38,  -10, 9987,   86
  348,20260126,   21,    2,10025,   93
  348,20260127,   46,   20, 9952,   93
  348,20260128,   25,   33, 9960,   95
  348,20260129,   23,    1, 9997,   93
  348,20260130,   45,   23, 9965,   92
  348,20260131,   36,   56,10013,   95
  348,20260201,   34,   58,10046,   93
  348,20260202,   53,   43,10008,   84
  348,20260203,   58,    6, 9970,   88
  348,20260204,   42,   62, 9962,   89
  348,20260205,   54,   18, 9903,   86
  348,20260206,   42,   46, 9908,   96
  348,20260207,   36,   73,10019,   90
  348,20260208,   38,   51,10077,   95
  348,20260209,   37,   32,10043,   94
  348,20260210,   36,   54, 9912,   96
  348,20260211,   38,   85, 9820,   97
  348,20260212,   45,   74, 9812,   95
  348,20260213,   38,   21, 9949,   85
  348,20260214,   42,   -3,10132,   78
  348,20260215,   53,   -3,10076,   87
  348,20260216,   40,   40, 9949,   94
  348,20260217,   60,   46,10085,   83
  348,20260218,   52,   16,10097,   77
  348,20260219,   68,   26,10034,   85
  348,20260220,   57,   59,10159,   89
  348,20260221,   63,   94,10178,   91
  348,20260222,   90,  103,10152,   96
